	WordPiece	surprisal	window
697	of	1.0337249795862704	1SL/1R
698	fruits	7.549788534203649	1SL/1R
699	and	1.675683187310859	1SL/1R
700	yielded	12.508388953247884	1SL/1R
701	her	8.725411269262327	1SL/1R
702	fruit	4.871753418053503	1SL/1R
703	every	0.6634542143134757	1SL/1R
704	month	4.991199884462726	1SL/1R
705	and	3.1741527298364915	1SL/1R
706	the	5.0282352727589466	1SL/1R
707	leaves	14.606907323972292	1SL/1R
708	of	0.2742605573438301	1SL/1R
709	the	1.2316092855604712	1SL/1R
710	tree	1.8585370576930378	1SL/1R
711	were	4.686849996600948	1SL/1R
712	for	7.467302834603125	1SL/1R
