	WordPiece	surprisal	window
714	of	2.9819749230871175	1L/1R
715	this	3.2994523337105592	1L/1R
716	book	8.737735651316443	1L/1R
717	.	0.7133177398913078	1L/1R
718	And	5.897081910349958	1L/1R
719	I	10.456371747335078	1L/1R
720	John	19.025276550108217	1L/1R
721	saw	9.014421036563133	1L/1R
722	these	5.196497419466943	1L/1R
723	things	11.992715522136482	1L/1R
724	and	8.499597916130623	1L/1R
725	heard	9.62090989018624	1L/1R
726	them	5.210035794937165	1L/1R
727	And	13.779736524958853	1L/1R
728	when	5.281025400486109	1L/1R
729	I	3.251438901765019	1L/1R
730	had	2.195722326237606	1L/1R
731	heard	9.26201136868298	1L/1R
732	and	1.312876275520532	1L/1R
733	seen	14.76808231176859	1L/1R
734	I	4.830514576737818	1L/1R
735	fell	7.241913653414132	1L/1R
736	down	3.9395728758274027	1L/1R
737	to	3.2230961453021942	1L/1R
738	worship	11.830221458773448	1L/1R
739	before	11.833688863605047	1L/1R
740	the	5.268075173380315	1L/1R
741	feet	13.530218468782662	1L/1R
742	of	3.6302915075524846	1L/1R
743	the	1.1977050222318317	1L/1R
744	angel	14.340736162995182	1L/1R
745	which	10.643422971408967	1L/1R
746	she	4.716654430238479	1L/1R
747	##wed	19.528267860958035	1L/1R
748	me	7.750043287979487	1L/1R
749	these	8.133449360005583	1L/1R
750	things	7.79214664385886	1L/1R
751	.	0.30888514179075405	1L/1R
